run_id,run_dir,reward_fn,learning_rate,clip_range,epoch,inner_epoch,_step,history_step_num,loss,approx_kl,clipfrac,reward,reward_mean,reward_std,_runtime,_timestamp,images/_type,images/captions,images/count,images/filenames,images/format,images/height,images/width
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,15,0,61,61,1.5703597913672571,7.788305556033492e-10,0.019999999552965164,,,,600.897720941,1778062684.9310741,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,15,0,62,62,0.08978024332688911,8.799042744422891e-11,0,,,,608.321514113,1778062692.2891104,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,15,0,63,63,-0.5581733180614963,2.183227904017926e-10,0.019999999552965164,,,,617.248283581,1778062699.7129157,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,16,0,64,64,-0.8766230887212553,4.0386677335746413e-10,0.019999999552965164,"[-162.613, -69.335, -143.091, -59.602]",-108.66024999999999,44.85967832795394,631.94860915,1778062715.9599075,images/separated,"['red-breasted merganser, M | -59.60']",1,['media/images/images_63_ca3001e87d48ace5dbf9.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,16,0,65,65,0.7675157774087807,4.234660400115331e-10,0.019999999552965164,,,,639.372329643,1778062723.340046,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,16,0,66,66,1.2027011635831528,1.248457170976991e-10,0,,,,646.867672818,1778062730.7636373,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,16,0,67,67,-1.0935917860754456,5.0058828610088923e-11,0,,,,655.668010149,1778062738.2589202,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,17,0,68,68,1.0255653135795963,7.041187771728019e-11,0,"[-94.232, -117.287, -120.185, -78.039]",-102.43575,17.30677921184355,668.706664765,1778062754.2086706,images/separated,"['guinea pig, Cavia cobaya | -78.04']",1,['media/images/images_67_74e8db2cb31612b9e1d4.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,17,0,69,69,0.8581114843029753,1.1203208361010297e-09,0.03999999910593033,,,,675.929653319,1778062760.098177,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,17,0,70,70,-0.4740173181327809,6.506833960528979e-10,0.019999999552965164,,,,683.272210551,1778062767.320899,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,17,0,71,71,-1.4096591825073432,6.483004688639937e-10,0.019999999552965164,,,,691.894465523,1778062774.663587,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,18,0,72,72,-1.2508559990887778,4.203512884992655e-11,0,"[-174.763, -186.988, -83.668, -107.673]",-138.273,43.654144562687286,706.156067008,1778062790.301596,images/separated,"['American chameleon, anole | -107.67']",1,['media/images/images_71_e0e0fe05dfe2dcade439.jpg'],jpg,256,256
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,18,0,73,73,0.8358912503775384,1.9354336189270072e-10,0.019999999552965164,,,,713.329660771,1778062797.5474882,,,,,,,
lr_1e_4,/root/autodl-tmp/ddpo_pytorch_lr_sweep_2026-05-06/run/jpeg_4090_lr_1e_4_2026.05.06_18.08.10,jpeg_compressibility,0.0001,0.0001,18,0,74,74,1.1159291689210897,2.894152417720619e-10,0,,,,720.521007954,1778062804.7211192,,,,,,,
